DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
194 - SIMPLE PNEUMONIA & PLEURISY W CC,140115,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,60613,IL - Chicago,18,$24092.61,$8230.05,$7487.83
194 - SIMPLE PNEUMONIA & PLEURISY W CC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,75,$31790.05,$6517.96,$5587.78
194 - SIMPLE PNEUMONIA & PLEURISY W CC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,84,$24112.10,$11099.03,$8348.01
194 - SIMPLE PNEUMONIA & PLEURISY W CC,140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,IL - Chicago,29,$14132.17,$11587.79,$10850.51
194 - SIMPLE PNEUMONIA & PLEURISY W CC,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,37,$28741.10,$7197.94,$6269.13
194 - SIMPLE PNEUMONIA & PLEURISY W CC,140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,IL - Chicago,50,$23111.88,$12368.24,$11042.30
194 - SIMPLE PNEUMONIA & PLEURISY W CC,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,49,$16034.93,$9384.42,$7782.75
194 - SIMPLE PNEUMONIA & PLEURISY W CC,140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,IL - Chicago,13,$36428.61,$8545.30,$8112.38
194 - SIMPLE PNEUMONIA & PLEURISY W CC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,49,$36204.63,$9133.40,$8080.81
194 - SIMPLE PNEUMONIA & PLEURISY W CC,140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,IL - Chicago,30,$27272.46,$7802.30,$7050.83
194 - SIMPLE PNEUMONIA & PLEURISY W CC,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,90,$39433.25,$9735.12,$8950.60
194 - SIMPLE PNEUMONIA & PLEURISY W CC,140197,METHODIST HOSPITAL OF CHICAGO,5025 N PAULINA STREET,CHICAGO,IL,60640,IL - Chicago,38,$24484.81,$8549.31,$7787.28
194 - SIMPLE PNEUMONIA & PLEURISY W CC,140206,NORWEGIAN-AMERICAN HOSPITAL,1044 N FRANCISCO AVE,CHICAGO,IL,60622,IL - Chicago,16,$33453.87,$9731.56,$8050.62
194 - SIMPLE PNEUMONIA & PLEURISY W CC,140224,SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,IL - Chicago,54,$30554.66,$8442.70,$7384.83
194 - SIMPLE PNEUMONIA & PLEURISY W CC,140251,OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,60634,IL - Chicago,44,$31669.52,$7004.77,$5434.50
194 - SIMPLE PNEUMONIA & PLEURISY W CC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,193,$29007.21,$8647.17,$7289.87
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,IL - Chicago,17,$18068.35,$7340.64,$6545.35
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,IL - Chicago,25,$17213.84,$5237.92,$4428.00
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140068,ROSELAND COMMUNITY HOSPITAL,45 W 111TH STREET,CHICAGO,IL,60628,IL - Chicago,12,$15498.58,$5593.75,$5122.08
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,13,$15894.30,$5633.15,$4532.30
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,13,$27069.46,$7248.23,$5971.92
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,60623,IL - Chicago,12,$20469.41,$7310.41,$4476.41
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,IL - Chicago,26,$14203.69,$6807.61,$5204.26
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,46,$25115.47,$5435.00,$4556.73
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,33,$21961.45,$5440.39,$3389.36
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,20,$16181.55,$7069.85,$6172.25
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,IL - Chicago,13,$7674.38,$7689.38,$6738.92
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,27,$17556.96,$5644.18,$3698.48
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,IL - Chicago,21,$16100.28,$8404.57,$7708.38
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,30,$12083.63,$6420.43,$5375.63
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,IL - Chicago,14,$24362.21,$6184.57,$5459.14
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,27,$22818.33,$6287.18,$4930.29
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,IL - Chicago,24,$21314.37,$5943.70,$4347.58
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,27,$22481.40,$8613.81,$5535.85
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140197,METHODIST HOSPITAL OF CHICAGO,5025 N PAULINA STREET,CHICAGO,IL,60640,IL - Chicago,13,$14703.61,$5687.46,$4732.07
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140206,NORWEGIAN-AMERICAN HOSPITAL,1044 N FRANCISCO AVE,CHICAGO,IL,60622,IL - Chicago,18,$16124.16,$6536.66,$5658.00
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140224,SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,IL - Chicago,15,$17037.60,$8053.26,$4697.26
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140251,OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,60634,IL - Chicago,16,$22774.43,$5990.43,$3334.56
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,81,$18331.13,$5732.91,$4832.81
202 - BRONCHITIS & ASTHMA W CC/MCC,140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,IL - Chicago,17,$22928.52,$8670.35,$7945.41
202 - BRONCHITIS & ASTHMA W CC/MCC,140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,IL - Chicago,25,$21135.96,$6419.12,$4971.24
202 - BRONCHITIS & ASTHMA W CC/MCC,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,13,$21486.00,$7202.30,$5791.76
202 - BRONCHITIS & ASTHMA W CC/MCC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,22,$45687.27,$9570.31,$8791.45
202 - BRONCHITIS & ASTHMA W CC/MCC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,14,$28923.14,$7253.28,$5395.07
202 - BRONCHITIS & ASTHMA W CC/MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,18,$26474.16,$5639.83,$4766.50
202 - BRONCHITIS & ASTHMA W CC/MCC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,29,$26287.10,$9287.75,$7651.79
202 - BRONCHITIS & ASTHMA W CC/MCC,140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,IL - Chicago,15,$8626.40,$9122.06,$8153.80
202 - BRONCHITIS & ASTHMA W CC/MCC,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,12,$17455.33,$5965.16,$5032.50
202 - BRONCHITIS & ASTHMA W CC/MCC,140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,IL - Chicago,12,$22788.83,$11486.91,$9477.50
202 - BRONCHITIS & ASTHMA W CC/MCC,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,18,$13634.38,$7630.00,$7010.00
202 - BRONCHITIS & ASTHMA W CC/MCC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,39,$33446.35,$9896.15,$6178.53
202 - BRONCHITIS & ASTHMA W CC/MCC,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,28,$35301.42,$8854.17,$7659.17
202 - BRONCHITIS & ASTHMA W CC/MCC,140224,SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,IL - Chicago,21,$22182.57,$7070.85,$6211.42
202 - BRONCHITIS & ASTHMA W CC/MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,43,$40573.74,$10719.23,$7306.25
203 - BRONCHITIS & ASTHMA W/O CC/MCC,140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,IL - Chicago,15,$15519.60,$6256.93,$5286.53
203 - BRONCHITIS & ASTHMA W/O CC/MCC,140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,IL - Chicago,23,$12973.26,$4760.08,$3411.08
203 - BRONCHITIS & ASTHMA W/O CC/MCC,140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,IL - Chicago,12,$8856.08,$5457.41,$4619.08
203 - BRONCHITIS & ASTHMA W/O CC/MCC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,13,$18707.46,$4663.23,$3623.23
203 - BRONCHITIS & ASTHMA W/O CC/MCC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,14,$14589.14,$6113.50,$5062.35
203 - BRONCHITIS & ASTHMA W/O CC/MCC,140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,IL - Chicago,17,$7528.29,$6697.05,$5833.29
203 - BRONCHITIS & ASTHMA W/O CC/MCC,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,34,$14829.85,$4320.47,$3327.29
203 - BRONCHITIS & ASTHMA W/O CC/MCC,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,14,$11595.35,$5559.14,$4445.42
203 - BRONCHITIS & ASTHMA W/O CC/MCC,140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,IL - Chicago,12,$21152.25,$5458.83,$4615.16
203 - BRONCHITIS & ASTHMA W/O CC/MCC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,36,$24070.61,$5971.38,$4313.69
203 - BRONCHITIS & ASTHMA W/O CC/MCC,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,18,$18674.44,$7761.38,$4597.11
203 - BRONCHITIS & ASTHMA W/O CC/MCC,140206,NORWEGIAN-AMERICAN HOSPITAL,1044 N FRANCISCO AVE,CHICAGO,IL,60622,IL - Chicago,20,$12961.95,$5599.90,$4796.55
203 - BRONCHITIS & ASTHMA W/O CC/MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,40,$23028.27,$5292.40,$4447.40
203 - BRONCHITIS & ASTHMA W/O CC/MCC,140300,PROVIDENT HOSPITAL OF CHICAGO,500 E 51ST ST,CHICAGO,IL,60615,IL - Chicago,15,$3611.13,$5142.40,$4387.73
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,IL - Chicago,24,$104743.54,$48211.83,$46717.16
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,IL - Chicago,16,$124657.31,$38403.75,$38122.81
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,16,$87822.18,$31763.93,$29510.25
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,18,$245700.38,$55260.66,$53513.61
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,60623,IL - Chicago,14,$87672.78,$35752.92,$34833.92
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,IL - Chicago,22,$68724.27,$43017.18,$42338.31
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,20,$198345.75,$37539.35,$36481.60
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,18,$103634.50,$33304.44,$32240.66
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,27,$94554.14,$36940.40,$32689.51
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,20,$54864.40,$45031.20,$39534.30
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,IL - Chicago,21,$156584.28,$46000.71,$45000.28
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,14,$127913.57,$39774.64,$39006.50
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,IL - Chicago,14,$97193.57,$38686.07,$36750.07
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,14,$177633.21,$85987.00,$44137.50
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140251,OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,60634,IL - Chicago,26,$124674.69,$32042.42,$31565.92
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,22,$239248.90,$54666.31,$53174.54
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,IL - Chicago,20,$42105.35,$22469.90,$22133.50
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,IL - Chicago,21,$70833.14,$16577.52,$14316.00
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140068,ROSELAND COMMUNITY HOSPITAL,45 W 111TH STREET,CHICAGO,IL,60628,IL - Chicago,23,$53198.52,$17297.21,$16672.47
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,27,$40949.70,$18320.88,$17738.07
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,37,$96810.43,$25230.97,$24791.48
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,60623,IL - Chicago,11,$53184.45,$19103.18,$18177.00
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,IL - Chicago,22,$42033.13,$21432.04,$18732.18
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,20,$104418.30,$17428.20,$16393.90
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,42,$76444.28,$17003.30,$13586.90
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,35,$67388.05,$22416.91,$21789.88
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,IL - Chicago,17,$19855.52,$24252.76,$23588.76
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,61,$47017.80,$15994.32,$15362.80
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,IL - Chicago,19,$73880.31,$26629.10,$25919.21
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,51,$40560.92,$20559.19,$19243.11
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,IL - Chicago,11,$90231.18,$20733.54,$19964.54
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,39,$69304.74,$20430.58,$19832.41
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,IL - Chicago,11,$51139.36,$16978.18,$16369.45
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,24,$76018.41,$21615.66,$20974.79
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140206,NORWEGIAN-AMERICAN HOSPITAL,1044 N FRANCISCO AVE,CHICAGO,IL,60622,IL - Chicago,20,$49291.00,$20202.45,$19080.45
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140251,OUR LADY OF THE RESURRECTION MED CTR,5645 W ADDISON,CHICAGO,IL,60634,IL - Chicago,18,$75500.05,$18030.55,$13548.94
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,35,$117652.68,$25726.31,$24639.34
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,28,$120750.07,$30899.07,$30053.50
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,27,$100479.29,$23371.77,$22409.85
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,36,$83210.66,$21261.38,$18018.66
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,41,$122098.95,$37522.70,$27023.87
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,27,$81487.07,$29589.11,$25777.07
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,56,$99446.83,$24749.28,$23332.26
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,12,$126766.58,$27028.58,$26101.25
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,15,$77888.33,$32800.86,$18069.00
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,26,$63581.34,$17333.11,$16378.96
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,25,$88046.24,$25033.76,$23842.80
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,17,$40319.76,$23003.23,$22209.82
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,12,$70394.66,$23373.58,$22629.58
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,140224,SAINT JOSEPH HOSPITAL,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,IL - Chicago,14,$57054.28,$19720.42,$18754.71
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,19,$88505.78,$22336.21,$21484.10
